dataPlatform,schema,dataset,class,field,sqlDataType,sourceDataType,sourceEntityType,sourceNullable,definedBy,description,ordinalPosition,pii,attributeOf,classification,pk,V1
dataverseSource,main,contacts,contacts,contactid,1,Uniqueidentifier,Column,FALSE,STRING,Unique identifier of the contact.,141,,,,TRUE,
dataverseSource,main,contacts,contacts,createdby,12,Lookup,Column,TRUE,STRING,Shows who created the record.,142,,,,,
dataverseSource,main,contacts,contacts,createdbyexternalparty,12,Lookup,Column,TRUE,STRING,Shows the external party who created the record.,143,,,,,
dataverseSource,main,contacts,contacts,createdbyexternalpartyname,12,String,Column,TRUE,STRING,,144,TRUE,createdbyexternalparty,NAME,,
dataverseSource,main,contacts,contacts,createdbyexternalpartyyominame,12,String,Column,TRUE,STRING,,145,TRUE,createdbyexternalparty,NAME,,
dataverseSource,main,contacts,contacts,createdbyname,12,String,Column,TRUE,STRING,,146,TRUE,createdby,NAME,,
dataverseSource,main,contacts,contacts,createdbyyominame,12,String,Column,TRUE,STRING,,147,TRUE,createdby,NAME,,
dataverseSource,main,contacts,contacts,createdon,93,DateTime,Column,TRUE,DATETIME,Shows the date and time when the record was created. The date and time are displayed in the time zone selected in Microsoft Dynamics 365 options.,148,,,,,
dataverseSource,main,contacts,contacts,createdonbehalfby,12,Lookup,Column,TRUE,STRING,Shows who created the record on behalf of another user.,149,,,,,
dataverseSource,main,contacts,contacts,createdonbehalfbyname,12,String,Column,TRUE,STRING,,150,TRUE,createdonbehalfby,NAME,,
dataverseSource,main,contacts,contacts,createdonbehalfbyyominame,12,String,Column,TRUE,STRING,,151,TRUE,createdonbehalfby,NAME,,
dataverseSource,main,contacts,contacts,creditlimit,3,Money,Column,TRUE,REAL,Type the credit limit of the contact for reference when you address invoice and accounting issues with the customer.,152,,,,,
dataverseSource,main,contacts,contacts,creditlimit_base,3,Money,Column,TRUE,REAL,Shows the Credit Limit field converted to the system's default base currency for reporting purposes. The calculations use the exchange rate specified in the Currencies area.,153,,,,,
dataverseSource,main,contacts,contacts,creditonhold,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact is on a credit hold, for reference when addressing invoice and accounting issues.",154,,,,,
dataverseSource,main,contacts,contacts,creditonholdname,12,Virtual,Column,TRUE,STRING,,155,TRUE,creditonhold,NAME,,
dataverseSource,main,contacts,contacts,customersizecode,4,Picklist,Column,TRUE,INTEGER,Select the size of the contact's company for segmentation and reporting purposes.,156,,,,,
dataverseSource,main,contacts,contacts,customersizecodename,12,Virtual,Column,TRUE,STRING,,157,TRUE,customersizecode,NAME,,
dataverseSource,main,contacts,contacts,customertypecode,4,Picklist,Column,TRUE,INTEGER,Select the category that best describes the relationship between the contact and your organization.,158,,,,,
dataverseSource,main,contacts,contacts,customertypecodename,12,Virtual,Column,TRUE,STRING,,159,TRUE,customertypecode,NAME,,
dataverseSource,main,contacts,contacts,defaultpricelevelid,12,Lookup,Column,TRUE,STRING,"Choose the default price list associated with the contact to make sure the correct product prices for this customer are applied in sales opportunities, quotes, and orders.",160,,,,,
dataverseSource,main,contacts,contacts,defaultpricelevelidname,12,String,Column,FALSE,STRING,,161,TRUE,defaultpricelevelid,NAME,,
dataverseSource,main,contacts,contacts,department,12,String,Column,TRUE,STRING,Type the department or business unit where the contact works in the parent company or business.,162,TRUE,,DEPARTMENT,,
dataverseSource,main,contacts,contacts,description,12,Memo,Column,TRUE,STRING,"Type additional information to describe the contact, such as an excerpt from the company's website.",163,,,,,
dataverseSource,main,contacts,contacts,donotbulkemail,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact accepts bulk email sent through marketing campaigns or quick campaigns. If Do Not Allow is selected, the contact can be added to marketing lists, but will be excluded from the email.",164,,,,,
dataverseSource,main,contacts,contacts,donotbulkemailname,12,Virtual,Column,TRUE,STRING,,165,TRUE,donotbulkemail,NAME,,
dataverseSource,main,contacts,contacts,donotbulkpostalmail,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact accepts bulk postal mail sent through marketing campaigns or quick campaigns. If Do Not Allow is selected, the contact can be added to marketing lists, but will be excluded from the letters.",166,,,,,
dataverseSource,main,contacts,contacts,donotbulkpostalmailname,12,Virtual,Column,TRUE,STRING,,167,TRUE,donotbulkpostalmail,NAME,,
dataverseSource,main,contacts,contacts,donotemail,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact allows direct email sent from Microsoft Dynamics 365. If Do Not Allow is selected, Microsoft Dynamics 365 will not send the email.",168,,,,,
dataverseSource,main,contacts,contacts,donotemailname,12,Virtual,Column,TRUE,STRING,,169,TRUE,donotemail,NAME,,
dataverseSource,main,contacts,contacts,donotfax,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact allows faxes. If Do Not Allow is selected, the contact will be excluded from any fax activities distributed in marketing campaigns.",170,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,donotfaxname,12,Virtual,Column,TRUE,STRING,,171,TRUE,donotfax,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,donotphone,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact accepts phone calls. If Do Not Allow is selected, the contact will be excluded from any phone call activities distributed in marketing campaigns.",172,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,donotphonename,12,Virtual,Column,TRUE,STRING,,173,TRUE,donotphone,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,donotpostalmail,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact allows direct mail. If Do Not Allow is selected, the contact will be excluded from letter activities distributed in marketing campaigns.",174,,,,,
dataverseSource,main,contacts,contacts,donotpostalmailname,12,Virtual,Column,TRUE,STRING,,175,TRUE,donotpostalmail,NAME,,
dataverseSource,main,contacts,contacts,donotsendmarketingmaterialname,12,Virtual,Column,TRUE,STRING,,176,TRUE,donotsendmm,NAME,,
dataverseSource,main,contacts,contacts,donotsendmm,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact accepts marketing materials, such as brochures or catalogs. Contacts that opt out can be excluded from marketing initiatives.",177,,,,,
dataverseSource,main,contacts,contacts,educationcode,4,Picklist,Column,TRUE,INTEGER,Select the contact's highest level of education for use in segmentation and analysis.,178,,,,,
dataverseSource,main,contacts,contacts,educationcodename,12,Virtual,Column,TRUE,STRING,,179,TRUE,educationcode,NAME,,
dataverseSource,main,contacts,contacts,emailaddress1,12,String,Column,TRUE,STRING,Type the primary email address for the contact.,180,,,EMAIL,,
dataverseSource,main,contacts,contacts,emailaddress2,12,String,Column,TRUE,STRING,Type the secondary email address for the contact.,181,,,EMAIL,,
dataverseSource,main,contacts,contacts,emailaddress3,12,String,Column,TRUE,STRING,Type an alternate email address for the contact.,182,,,EMAIL,,
dataverseSource,main,contacts,contacts,employeeid,12,String,Column,TRUE,STRING,"Type the employee ID or number for the contact for reference in orders, service cases, or other communications with the contact's organization.",183,,,,,
dataverseSource,main,contacts,contacts,entityimage,12,Virtual,Column,TRUE,STRING,Shows the default image for the record.,184,,entityimageid,,,
dataverseSource,main,contacts,contacts,entityimage_timestamp,-5,BigInt,Column,TRUE,INTEGER,,185,,entityimageid,,,
dataverseSource,main,contacts,contacts,entityimage_url,12,String,Column,TRUE,STRING,,186,,entityimageid,,,
dataverseSource,main,contacts,contacts,entityimageid,1,Uniqueidentifier,Column,TRUE,STRING,For internal use only.,187,,,,,
dataverseSource,main,contacts,contacts,exchangerate,3,Decimal,Column,TRUE,REAL,Shows the conversion rate of the record's currency. The exchange rate is used to convert all money fields in the record from the local currency to the system's default currency.,188,,,,,
dataverseSource,main,contacts,contacts,externaluseridentifier,12,String,Column,TRUE,STRING,Identifier for an external user.,189,,,,,
dataverseSource,main,contacts,contacts,familystatuscode,4,Picklist,Column,TRUE,INTEGER,Select the marital status of the contact for reference in follow-up phone calls and other communications.,190,,,,,
dataverseSource,main,contacts,contacts,familystatuscodename,12,Virtual,Column,TRUE,STRING,,191,TRUE,familystatuscode,NAME,,
dataverseSource,main,contacts,contacts,fax,12,String,Column,TRUE,STRING,Type the fax number for the contact.,192,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,firstname,12,String,Column,FALSE,STRING,"Type the contact's first name to make sure the contact is addressed correctly in sales calls, email, and marketing campaigns.",193,TRUE,,FIRST_NAME,,
dataverseSource,main,contacts,contacts,followemail,16,Boolean,Column,TRUE,BOOLEAN,"Information about whether to allow following email activity like opens, attachment views and link clicks for emails sent to the contact.",194,,,,,
dataverseSource,main,contacts,contacts,followemailname,12,Virtual,Column,TRUE,STRING,,195,TRUE,followemail,NAME,,
dataverseSource,main,contacts,contacts,ftpsiteurl,12,String,Column,TRUE,STRING,Type the URL for the contact's FTP site to enable users to access data and share documents.,196,,,,,
dataverseSource,main,contacts,contacts,fullname,12,String,Column,TRUE,STRING,Combines and shows the contact's first and last names so that the full name can be displayed in views and reports.,197,TRUE,,FULL_NAME,,
dataverseSource,main,contacts,contacts,gendercode,4,Picklist,Column,TRUE,INTEGER,"Select the contact's gender to make sure the contact is addressed correctly in sales calls, email, and marketing campaigns.",198,,,,,
dataverseSource,main,contacts,contacts,gendercodename,12,Virtual,Column,TRUE,STRING,,199,TRUE,gendercode,NAME,,
dataverseSource,main,contacts,contacts,governmentid,12,String,Column,TRUE,STRING,Type the passport number or other government ID for the contact for use in documents or reports.,200,TRUE,,FEDERAL_ISSUED_IDENTIFIER,,
dataverseSource,main,contacts,contacts,haschildrencode,4,Picklist,Column,TRUE,INTEGER,Select whether the contact has any children for reference in follow-up phone calls and other communications.,201,,,,,
dataverseSource,main,contacts,contacts,haschildrencodename,12,Virtual,Column,TRUE,STRING,,202,TRUE,haschildrencode,NAME,,
dataverseSource,main,contacts,contacts,home2,12,String,Column,TRUE,STRING,Type a second home phone number for this contact.,203,,,,,
dataverseSource,main,contacts,contacts,importsequencenumber,4,Integer,Column,TRUE,INTEGER,Unique identifier of the data import or data migration that created this record.,204,,,,,
dataverseSource,main,contacts,contacts,isbackofficecustomer,16,Boolean,Column,TRUE,BOOLEAN,"Select whether the contact exists in a separate accounting or other system, such as Microsoft Dynamics GP or another ERP database, for use in integration processes.",205,,,,,
dataverseSource,main,contacts,contacts,isbackofficecustomername,12,Virtual,Column,TRUE,STRING,,206,TRUE,isbackofficecustomer,NAME,,
dataverseSource,main,contacts,contacts,isprivatename,12,Virtual,Column,TRUE,STRING,,207,TRUE,isprivate,NAME,,
dataverseSource,main,contacts,contacts,jobtitle,12,String,Column,TRUE,STRING,"Type the job title of the contact to make sure the contact is addressed correctly in sales calls, email, and marketing campaigns.",208,TRUE,,OCCUPATION,,
dataverseSource,main,contacts,contacts,lastname,12,String,Column,FALSE,STRING,"Type the contact's last name to make sure the contact is addressed correctly in sales calls, email, and marketing campaigns.",209,TRUE,,LAST_NAME,,
dataverseSource,main,contacts,contacts,lastonholdtime,93,DateTime,Column,TRUE,DATETIME,Contains the date and time stamp of the last on hold time.,210,,,,,
dataverseSource,main,contacts,contacts,lastusedincampaign,91,DateTime,Column,TRUE,DATE,Shows the date when the contact was last included in a marketing campaign or quick campaign.,211,,,,,
dataverseSource,main,contacts,contacts,leadsourcecode,4,Picklist,Column,TRUE,INTEGER,Select the primary marketing source that directed the contact to your organization.,212,,,,,
dataverseSource,main,contacts,contacts,leadsourcecodename,12,Virtual,Column,TRUE,STRING,,213,TRUE,leadsourcecode,LAST_NAME,,
dataverseSource,main,contacts,contacts,managername,12,String,Column,TRUE,STRING,Type the name of the contact's manager for use in escalating issues or other follow-up communications with the contact.,214,TRUE,,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,managerphone,12,String,Column,TRUE,STRING,Type the phone number for the contact's manager.,215,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,marketingonly,16,Boolean,Column,TRUE,BOOLEAN,Whether is only for marketing,216,,,,,
dataverseSource,main,contacts,contacts,marketingonlyname,12,Virtual,Column,TRUE,STRING,,217,TRUE,marketingonly,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,mastercontactidname,12,String,Column,TRUE,STRING,,218,TRUE,masterid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,mastercontactidyominame,12,String,Column,TRUE,STRING,,219,TRUE,masterid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,masterid,12,Lookup,Column,TRUE,STRING,Unique identifier of the master contact for merge.,220,,,,,
dataverseSource,main,contacts,contacts,merged,16,Boolean,Column,TRUE,BOOLEAN,Shows whether the account has been merged with a master contact.,221,,,,,
dataverseSource,main,contacts,contacts,mergedname,12,Virtual,Column,TRUE,STRING,,222,TRUE,merged,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,middlename,12,String,Column,TRUE,STRING,Type the contact's middle name or initial to make sure the contact is addressed correctly.,223,TRUE,,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,mobilephone,12,String,Column,TRUE,STRING,Type the mobile phone number for the contact.,224,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,modifiedby,12,Lookup,Column,TRUE,STRING,Shows who last updated the record.,225,,,,,
dataverseSource,main,contacts,contacts,modifiedbyexternalparty,12,Lookup,Column,TRUE,STRING,Shows the external party who modified the record.,226,,,,,
dataverseSource,main,contacts,contacts,modifiedbyexternalpartyname,12,String,Column,TRUE,STRING,,227,TRUE,modifiedbyexternalparty,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,modifiedbyexternalpartyyominame,12,String,Column,TRUE,STRING,,228,TRUE,modifiedbyexternalparty,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,modifiedbyname,12,String,Column,TRUE,STRING,,229,TRUE,modifiedby,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,modifiedbyyominame,12,String,Column,TRUE,STRING,,230,TRUE,modifiedby,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,modifiedon,93,DateTime,Column,TRUE,DATETIME,Shows the date and time when the record was last updated. The date and time are displayed in the time zone selected in Microsoft Dynamics 365 options.,231,,,,,
dataverseSource,main,contacts,contacts,modifiedonbehalfby,12,Lookup,Column,TRUE,STRING,Shows who last updated the record on behalf of another user.,232,,,,,
dataverseSource,main,contacts,contacts,modifiedonbehalfbyname,12,String,Column,TRUE,STRING,,233,TRUE,modifiedonbehalfby,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,modifiedonbehalfbyyominame,12,String,Column,TRUE,STRING,,234,TRUE,modifiedonbehalfby,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msa_managingpartnerid,12,Lookup,Column,TRUE,STRING,Unique identifier for Account associated with Contact.,235,,,,,
dataverseSource,main,contacts,contacts,msa_managingpartneridname,12,String,Column,TRUE,STRING,,236,TRUE,msa_managingpartnerid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msa_managingpartneridyominame,12,String,Column,TRUE,STRING,,237,TRUE,msa_managingpartnerid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_contactkpiid,12,Lookup,Column,TRUE,STRING,Maps to contact KPI records,238,,,,,
dataverseSource,main,contacts,contacts,msdyn_contactkpiidname,12,String,Column,TRUE,STRING,,239,TRUE,msdyn_contactkpiid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_decisioninfluencetag,4,Picklist,Column,TRUE,INTEGER,Indicate buying influence using labels,240,,,,,
dataverseSource,main,contacts,contacts,msdyn_decisioninfluencetagname,12,Virtual,Column,TRUE,STRING,,241,TRUE,msdyn_decisioninfluencetag,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_disablewebtracking,16,Boolean,Column,TRUE,BOOLEAN,Indicates that the contact has opted out of web tracking.,242,,,,,
dataverseSource,main,contacts,contacts,msdyn_disablewebtrackingname,12,Virtual,Column,TRUE,STRING,,243,TRUE,msdyn_disablewebtracking,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_gdproptout,16,Boolean,Column,TRUE,BOOLEAN,Describes whether contact is opted out or not,244,,,,,
dataverseSource,main,contacts,contacts,msdyn_gdproptoutname,12,Virtual,Column,TRUE,STRING,,245,TRUE,msdyn_gdproptout,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_isassistantinorgchart,16,Boolean,Column,TRUE,BOOLEAN,Describes if the contact is an assistant in org chart,246,,,,,
dataverseSource,main,contacts,contacts,msdyn_isassistantinorgchartname,12,Virtual,Column,TRUE,STRING,,247,TRUE,msdyn_isassistantinorgchart,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_isminor,16,Boolean,Column,TRUE,BOOLEAN,Indicates that the contact is considered a minor in their jurisdiction.,248,,,,,
dataverseSource,main,contacts,contacts,msdyn_isminorname,12,Virtual,Column,TRUE,STRING,,249,TRUE,msdyn_isminor,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_isminorwithparentalconsent,16,Boolean,Column,TRUE,BOOLEAN,Indicates that the contact is considered a minor in their jurisdiction and has parental consent.,250,,,,,
dataverseSource,main,contacts,contacts,msdyn_isminorwithparentalconsentname,12,Virtual,Column,TRUE,STRING,,251,TRUE,msdyn_isminorwithparentalconsent,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_orgchangestatus,4,Picklist,Column,TRUE,INTEGER,Whether or not the contact belongs to the associated account,252,,,,,
dataverseSource,main,contacts,contacts,msdyn_orgchangestatusname,12,Virtual,Column,TRUE,STRING,,253,TRUE,msdyn_orgchangestatus,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,msdyn_portaltermsagreementdate,93,DateTime,Column,TRUE,DATETIME,Indicates the date and time that the person agreed to the portal terms and conditions.,254,,,,,
dataverseSource,main,contacts,contacts,msdyn_primarytimezone,12,Integer,Column,TRUE,STRING,Indicates the primary time zone that the contact works on.,255,,,,,
dataverseSource,main,contacts,contacts,msdyn_segmentid,12,Lookup,Column,TRUE,STRING,Unique identifier for Segment associated with contact.,256,,,,,
dataverseSource,main,contacts,contacts,msdyn_segmentidname,12,String,Column,TRUE,STRING,,257,TRUE,msdyn_segmentid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,mspp_userpreferredlcid,4,Picklist,Column,TRUE,INTEGER,User’s preferred portal language,258,,,,,
dataverseSource,main,contacts,contacts,mspp_userpreferredlcidname,12,Virtual,Column,TRUE,STRING,,259,TRUE,mspp_userpreferredlcid,MIDDLE_NAME,,
dataverseSource,main,contacts,contacts,nickname,12,String,Column,TRUE,STRING,Type the contact's nickname.,260,TRUE,,NAME,,
dataverseSource,main,contacts,contacts,numberofchildren,4,Integer,Column,TRUE,INTEGER,Type the number of children the contact has for reference in follow-up phone calls and other communications.,261,,,,,
dataverseSource,main,contacts,contacts,onholdtime,4,Integer,Column,TRUE,INTEGER,"Shows how long, in minutes, that the record was on hold.",262,,,,,
dataverseSource,main,contacts,contacts,originatingleadid,12,Lookup,Column,TRUE,STRING,Shows the lead that the contact was created if the contact was created by converting a lead in Microsoft Dynamics 365. This is used to relate the contact to the data on the originating lead for use in reporting and analytics.,263,TRUE,,ORIGIN,,
dataverseSource,main,contacts,contacts,originatingleadidname,12,String,Column,TRUE,STRING,,264,TRUE,originatingleadid,NAME,,
dataverseSource,main,contacts,contacts,originatingleadidyominame,12,String,Column,TRUE,STRING,,265,TRUE,originatingleadid,NAME,,
dataverseSource,main,contacts,contacts,overriddencreatedon,91,DateTime,Column,TRUE,DATE,Date and time that the record was migrated.,266,,,,,
dataverseSource,main,contacts,contacts,ownerid,12,Owner,Column,FALSE,STRING,Enter the user or team who is assigned to manage the record. This field is updated every time the record is assigned to a different user.,267,TRUE,,OWNER,,
dataverseSource,main,contacts,contacts,owneridname,12,String,Column,FALSE,STRING,,268,TRUE,ownerid,OWNER,,
dataverseSource,main,contacts,contacts,owneridtype,12,EntityName,Column,FALSE,STRING,,269,TRUE,ownerid,OWNER,,
dataverseSource,main,contacts,contacts,owneridyominame,12,String,Column,FALSE,STRING,,270,TRUE,ownerid,OWNER,,
dataverseSource,main,contacts,contacts,owningbusinessunit,12,Lookup,Column,TRUE,STRING,Unique identifier of the business unit that owns the contact.,271,,,,,
dataverseSource,main,contacts,contacts,owningbusinessunitname,12,String,Column,TRUE,STRING,,272,TRUE,owningbusinessunit,NAME,,
dataverseSource,main,contacts,contacts,owningteam,12,Lookup,Column,TRUE,STRING,Unique identifier of the team who owns the contact.,273,,,,,
dataverseSource,main,contacts,contacts,owninguser,12,Lookup,Column,TRUE,STRING,Unique identifier of the user who owns the contact.,274,,,,,
dataverseSource,main,contacts,contacts,pager,12,String,Column,TRUE,STRING,Type the pager number for the contact.,275,,,,,
dataverseSource,main,contacts,contacts,parentcontactid,12,Lookup,Column,TRUE,STRING,Unique identifier of the parent contact.,276,,,,,
dataverseSource,main,contacts,contacts,parentcontactidname,12,String,Column,TRUE,STRING,,277,TRUE,parentcontactid,NAME,,
dataverseSource,main,contacts,contacts,parentcontactidyominame,12,String,Column,TRUE,STRING,,278,TRUE,parentcontactid,NAME,,
dataverseSource,main,contacts,contacts,parentcustomerid,12,Customer,Column,TRUE,STRING,"Select the parent account or parent contact for the contact to provide a quick link to additional details, such as financial information, activities, and opportunities.",279,,,,,
dataverseSource,main,contacts,contacts,parentcustomeridname,12,String,Column,FALSE,STRING,,280,TRUE,parentcustomerid,NAME,,
dataverseSource,main,contacts,contacts,parentcustomeridtype,12,EntityName,Column,TRUE,STRING,,281,,parentcustomerid,,,
dataverseSource,main,contacts,contacts,parentcustomeridyominame,12,String,Column,FALSE,STRING,,282,TRUE,parentcustomerid,NAME,,
dataverseSource,main,contacts,contacts,participatesinworkflow,16,Boolean,Column,TRUE,BOOLEAN,Shows whether the contact participates in workflow rules.,283,,,,,
dataverseSource,main,contacts,contacts,participatesinworkflowname,12,Virtual,Column,TRUE,STRING,,284,TRUE,participatesinworkflow,NAME,,
dataverseSource,main,contacts,contacts,paymenttermscode,4,Picklist,Column,TRUE,INTEGER,Select the payment terms to indicate when the customer needs to pay the total amount.,285,,,PAYMENT_CODE,,
dataverseSource,main,contacts,contacts,paymenttermscodename,12,Virtual,Column,TRUE,STRING,,286,TRUE,paymenttermscode,NAME,,
dataverseSource,main,contacts,contacts,preferredappointmentdaycode,4,Picklist,Column,TRUE,INTEGER,Select the preferred day of the week for service appointments.,287,,,,,
dataverseSource,main,contacts,contacts,preferredappointmentdaycodename,12,Virtual,Column,TRUE,STRING,,288,TRUE,preferredappointmentdaycode,NAME,,
dataverseSource,main,contacts,contacts,preferredappointmenttimecode,4,Picklist,Column,TRUE,INTEGER,Select the preferred time of day for service appointments.,289,,,,,
dataverseSource,main,contacts,contacts,preferredappointmenttimecodename,12,Virtual,Column,TRUE,STRING,,290,TRUE,preferredappointmenttimecode,NAME,,
dataverseSource,main,contacts,contacts,preferredcontactmethodcode,4,Picklist,Column,TRUE,INTEGER,Select the preferred method of contact.,291,,,,,
dataverseSource,main,contacts,contacts,preferredcontactmethodcodename,12,Virtual,Column,TRUE,STRING,,292,TRUE,preferredcontactmethodcode,NAME,,
dataverseSource,main,contacts,contacts,preferredequipmentid,12,Lookup,Column,TRUE,STRING,Choose the contact's preferred service facility or equipment to make sure services are scheduled correctly for the customer.,293,,,,,
dataverseSource,main,contacts,contacts,preferredequipmentidname,12,String,Column,FALSE,STRING,,294,TRUE,preferredequipmentid,NAME,,
dataverseSource,main,contacts,contacts,preferredserviceid,12,Lookup,Column,TRUE,STRING,Choose the contact's preferred service to make sure services are scheduled correctly for the customer.,295,,,,,
dataverseSource,main,contacts,contacts,preferredserviceidname,12,String,Column,FALSE,STRING,,296,TRUE,preferredserviceid,NAME,,
dataverseSource,main,contacts,contacts,preferredsystemuserid,12,Lookup,Column,TRUE,STRING,Choose the regular or preferred customer service representative for reference when scheduling service activities for the contact.,297,,,,,
dataverseSource,main,contacts,contacts,preferredsystemuseridname,12,String,Column,TRUE,STRING,,298,TRUE,preferredsystemuserid,NAME,,
dataverseSource,main,contacts,contacts,preferredsystemuseridyominame,12,String,Column,TRUE,STRING,,299,TRUE,preferredsystemuserid,NAME,,
dataverseSource,main,contacts,contacts,processid,1,Uniqueidentifier,Column,TRUE,STRING,Shows the ID of the process.,300,,,,,
dataverseSource,main,contacts,contacts,salutation,12,String,Column,TRUE,STRING,"Type the salutation of the contact to make sure the contact is addressed correctly in sales calls, email messages, and marketing campaigns.",301,,,,,
dataverseSource,main,contacts,contacts,shippingmethodcode,4,Picklist,Column,TRUE,INTEGER,Select a shipping method for deliveries sent to this address.,302,,,,,
dataverseSource,main,contacts,contacts,shippingmethodcodename,12,Virtual,Column,TRUE,STRING,,303,TRUE,shippingmethodcode,NAME,,
dataverseSource,main,contacts,contacts,slaid,12,Lookup,Column,TRUE,STRING,Choose the service level agreement (SLA) that you want to apply to the Contact record.,304,,,,,
dataverseSource,main,contacts,contacts,slainvokedid,12,Lookup,Column,TRUE,STRING,Last SLA that was applied to this case. This field is for internal use only.,305,,,,,
dataverseSource,main,contacts,contacts,slainvokedidname,12,String,Column,TRUE,STRING,,306,TRUE,slainvokedid,NAME,,
dataverseSource,main,contacts,contacts,slaname,12,String,Column,TRUE,STRING,,307,TRUE,slaid,NAME,,
dataverseSource,main,contacts,contacts,spousesname,12,String,Column,TRUE,STRING,"Type the name of the contact's spouse or partner for reference during calls, events, or other communications with the contact.",308,TRUE,,NAME,,
dataverseSource,main,contacts,contacts,stageid,1,Uniqueidentifier,Column,TRUE,STRING,Shows the ID of the stage.,309,,,,,
dataverseSource,main,contacts,contacts,statecode,4,State,Column,FALSE,INTEGER,Shows whether the contact is active or inactive. Inactive contacts are read-only and can't be edited unless they are reactivated.,310,,,STATE,,
dataverseSource,main,contacts,contacts,statecodename,12,Virtual,Column,TRUE,STRING,,311,TRUE,statecode,STATE,,
dataverseSource,main,contacts,contacts,statuscode,4,Status,Column,TRUE,INTEGER,Select the contact's status.,312,,,,,
dataverseSource,main,contacts,contacts,statuscodename,12,Virtual,Column,TRUE,STRING,,313,TRUE,statuscode,NAME,,
dataverseSource,main,contacts,contacts,suffix,12,String,Column,TRUE,STRING,"Type the suffix used in the contact's name, such as Jr. or Sr. to make sure the contact is addressed correctly in sales calls, email, and marketing campaigns.",314,,,,,
dataverseSource,main,contacts,contacts,teamsfollowed,4,Integer,Column,TRUE,INTEGER,Number of users or conversations followed the record,315,,,,,
dataverseSource,main,contacts,contacts,telephone1,12,String,Column,TRUE,STRING,Type the main phone number for this contact.,316,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,telephone2,12,String,Column,TRUE,STRING,Type a second phone number for this contact.,317,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,telephone3,12,String,Column,TRUE,STRING,Type a third phone number for this contact.,318,TRUE,,TELEPHONE_NUMBER,,
dataverseSource,main,contacts,contacts,territorycode,4,Picklist,Column,TRUE,INTEGER,Select a region or territory for the contact for use in segmentation and analysis.,319,,,,,
dataverseSource,main,contacts,contacts,territorycodename,12,Virtual,Column,TRUE,STRING,,320,TRUE,territorycode,NAME,,
dataverseSource,main,contacts,contacts,timespentbymeonemailandmeetings,12,String,Column,TRUE,STRING,Total time spent for emails (read and write) and meetings by me in relation to the contact record.,321,,,,,
dataverseSource,main,contacts,contacts,timezoneruleversionnumber,4,Integer,Column,TRUE,INTEGER,For internal use only.,322,,,,,
dataverseSource,main,contacts,contacts,transactioncurrencyid,12,Lookup,Column,TRUE,STRING,Choose the local currency for the record to make sure budgets are reported in the correct currency.,323,,,,,
dataverseSource,main,contacts,contacts,transactioncurrencyidname,12,String,Column,TRUE,STRING,,324,TRUE,transactioncurrencyid,NAME,,
dataverseSource,main,contacts,contacts,traversedpath,12,String,Column,TRUE,STRING,For internal use only.,325,,,,,
