activity_id,case_id,case_date,case_type,status
2863,1432,2015-02-12 18:22:42.000,Billing Issue,Open
2873,1433,2016-06-22 23:11:22.000,Device Issue,Closed
2874,1434,2015-10-29 18:52:31.000,Device Issue,Unresolved
2922,1458,2015-12-11 22:06:55.000,Network Issue,Closed
2923,1459,2016-11-03 15:23:58.000,Billing Issue,Open
2924,1460,2016-04-27 16:33:57.000,Billing Issue,Unresolved
2926,1461,2015-06-17 00:02:56.000,Network Issue,Unresolved
2929,1462,2015-03-30 14:06:31.000,Device Issue,Unresolved
2933,1465,2016-02-08 08:39:36.000,Billing Issue,Open
2914,1453,2015-12-29 19:45:02.000,Billing Issue,Unresolved
2915,1454,2016-06-22 17:24:52.000,Device Issue,Unresolved
2916,1455,2015-10-13 11:42:52.000,Device Issue,Closed
2918,1456,2015-08-30 06:52:45.000,Network Issue,Open
2920,1457,2015-03-26 12:45:34.000,Network Issue,Unresolved
2877,1436,2016-04-19 01:05:51.000,Billing Issue,Unresolved
2879,1437,2016-10-04 11:25:27.000,Billing Issue,Unresolved
2881,1438,2015-04-21 12:14:43.000,Billing Issue,Unresolved
2883,1439,2015-03-23 14:01:09.000,Billing Issue,Unresolved
2885,1440,2015-11-19 06:17:57.000,Network Issue,Unresolved
2892,1446,2015-03-20 23:07:36.000,Billing Issue,Unresolved
2896,1447,2015-04-12 12:43:21.000,Network Issue,Closed
2902,1448,2016-04-03 21:12:27.000,Device Issue,Open
2939,1468,2015-07-13 12:24:28.000,Network Issue,Closed
2947,1469,2016-12-06 09:43:07.000,Billing Issue,Unresolved
2950,1470,2017-02-11 21:16:19.000,Network Issue,Unresolved
2951,1472,2016-02-01 23:16:11.000,Device Issue,Closed
2952,1474,2016-03-19 15:15:49.000,Billing Issue,Open
2953,1475,2016-10-05 02:10:34.000,Device Issue,Closed
2954,1476,2015-06-24 15:41:25.000,Network Issue,Closed
2955,1477,2016-03-06 22:42:21.000,Billing Issue,Closed
2930,1463,2016-07-03 02:54:29.000,Billing Issue,Unresolved
2956,1478,2015-12-18 06:24:49.000,Device Issue,Unresolved
2932,1464,2015-11-30 01:39:55.000,Device Issue,Closed
2938,1466,2015-09-18 00:16:23.000,Network Issue,Unresolved
2942,1467,2016-08-12 07:47:02.000,Device Issue,Open
2897,1449,2016-06-11 22:41:16.000,Network Issue,Closed
2899,1450,2015-02-05 04:09:08.000,Billing Issue,Open
2901,1451,2016-03-22 18:34:27.000,Network Issue,Unresolved
2909,1452,2016-12-21 21:15:53.000,Device Issue,Open
2973,1486,2017-02-22 04:17:28.000,Device Issue,Closed
2978,1487,2016-03-10 13:43:08.000,Network Issue,Closed
2979,1488,2016-07-09 00:32:02.000,Device Issue,Unresolved
2957,1471,2015-03-31 13:37:08.000,Network Issue,Open
2958,1473,2016-04-19 13:57:30.000,Device Issue,Closed
2981,1489,2017-02-14 15:07:34.000,Device Issue,Unresolved
2984,1490,2015-11-21 18:28:29.000,Billing Issue,Open
2985,1491,2015-06-19 01:25:26.000,Network Issue,Unresolved
2986,1492,2016-03-24 21:17:43.000,Device Issue,Unresolved
2970,1483,2015-10-27 11:48:44.000,Billing Issue,Closed
2971,1485,2015-06-05 16:49:23.000,Device Issue,Open
2989,1493,2016-10-27 03:30:38.000,Billing Issue,Closed
2990,1494,2015-03-22 18:12:57.000,Billing Issue,Open
2994,1495,2015-06-14 09:50:06.000,Device Issue,Open
2996,1496,2015-06-08 13:00:02.000,Device Issue,Closed
3009,1503,2016-10-04 19:58:18.000,Billing Issue,Unresolved
3011,1504,2016-06-04 10:00:19.000,Network Issue,Unresolved
2961,1479,2016-11-22 16:31:41.000,Billing Issue,Closed
2962,1480,2016-01-01 15:52:08.000,Device Issue,Unresolved
2963,1481,2016-05-06 20:43:43.000,Billing Issue,Unresolved
2964,1482,2015-08-21 17:52:17.000,Billing Issue,Unresolved
2967,1484,2016-01-22 18:33:13.000,Billing Issue,Closed
3003,1497,2016-06-12 08:28:14.000,Network Issue,Closed
3004,1498,2016-03-22 12:48:23.000,Device Issue,Unresolved
3005,1499,2015-05-22 07:44:58.000,Device Issue,Closed
3006,1500,2015-09-11 23:32:05.000,Network Issue,Unresolved
3007,1501,2015-05-07 14:37:07.000,Device Issue,Closed
3008,1502,2016-04-14 02:26:59.000,Billing Issue,Closed
3031,1514,2016-01-14 11:18:31.000,Network Issue,Open
3033,1515,2015-03-06 04:28:04.000,Device Issue,Unresolved
3035,1516,2015-07-24 08:16:53.000,Device Issue,Open
3037,1517,2016-11-28 03:17:42.000,Billing Issue,Open
3038,1518,2016-02-23 02:34:15.000,Device Issue,Open
3021,1509,2015-07-28 00:09:10.000,Device Issue,Unresolved
3039,1519,2016-12-23 01:18:46.000,Device Issue,Closed
3023,1510,2016-10-06 12:05:46.000,Network Issue,Open
3040,1520,2016-11-23 18:57:35.000,Network Issue,Unresolved
3041,1522,2016-01-01 06:04:10.000,Device Issue,Closed
3043,1523,2015-05-25 12:16:35.000,Device Issue,Unresolved
3013,1505,2017-01-30 05:59:09.000,Device Issue,Open
3016,1506,2017-02-05 00:47:51.000,Network Issue,Open
3018,1507,2015-05-21 06:59:37.000,Billing Issue,Open
3019,1508,2017-01-27 15:34:05.000,Device Issue,Unresolved
3048,1521,2016-05-15 10:58:48.000,Network Issue,Open
3022,1511,2015-05-06 15:57:20.000,Device Issue,Unresolved
3028,1512,2015-02-03 17:40:13.000,Network Issue,Open
3029,1513,2017-02-11 08:00:46.000,Device Issue,Open
3057,1528,2016-07-03 08:01:15.000,Network Issue,Unresolved
3059,1529,2016-04-26 22:52:57.000,Network Issue,Unresolved
3068,1532,2015-08-26 08:31:26.000,Device Issue,Closed
3069,1533,2015-06-02 04:31:18.000,Network Issue,Unresolved
3051,1524,2016-08-15 18:48:11.000,Network Issue,Closed
3052,1525,2015-02-23 22:49:53.000,Network Issue,Open
3055,1526,2016-04-05 10:39:00.000,Billing Issue,Closed
3056,1527,2015-11-28 10:33:16.000,Device Issue,Unresolved
3064,1530,2015-11-16 14:37:26.000,Billing Issue,Open
3067,1531,2015-05-25 16:00:14.000,Network Issue,Closed
3080,1539,2016-08-12 02:17:41.000,Network Issue,Open
3082,1540,2016-06-23 01:44:35.000,Billing Issue,Closed
3084,1541,2015-09-15 17:20:27.000,Billing Issue,Closed
3085,1542,2016-08-05 12:15:47.000,Network Issue,Unresolved
3070,1534,2015-11-28 06:09:22.000,Billing Issue,Open
3072,1535,2016-02-03 09:54:08.000,Billing Issue,Open
3074,1536,2016-10-11 04:47:16.000,Device Issue,Open
3076,1537,2016-05-07 04:52:38.000,Network Issue,Open
3077,1538,2016-03-02 06:03:10.000,Billing Issue,Closed
3105,1557,2015-08-04 11:52:57.000,Device Issue,Closed
3106,1558,2016-11-19 02:36:01.000,Billing Issue,Open
3095,1550,2016-05-16 05:21:02.000,Billing Issue,Unresolved
3096,1551,2015-10-23 08:42:55.000,Device Issue,Open
3097,1552,2015-06-16 13:27:34.000,Network Issue,Unresolved
3100,1553,2016-08-03 21:31:10.000,Billing Issue,Unresolved
3101,1554,2015-10-15 22:48:50.000,Billing Issue,Closed
3102,1555,2015-04-17 13:14:18.000,Network Issue,Closed
3103,1556,2015-07-06 06:25:34.000,Network Issue,Closed
3087,1543,2017-02-07 06:38:34.000,Network Issue,Closed
3089,1544,2015-08-21 02:52:05.000,Network Issue,Open
3090,1545,2016-06-06 16:08:37.000,Device Issue,Open
3091,1546,2015-07-16 01:53:16.000,Device Issue,Closed
3092,1547,2016-12-19 17:31:43.000,Network Issue,Unresolved
3093,1548,2016-02-15 00:11:54.000,Device Issue,Open
3094,1549,2016-05-10 05:59:49.000,Network Issue,Unresolved
3125,1568,2016-05-21 16:59:52.000,Device Issue,Closed
3126,1569,2016-09-24 04:25:35.000,Device Issue,Closed
3108,1559,2015-08-02 06:49:12.000,Device Issue,Open
3127,1570,2016-03-03 10:29:24.000,Billing Issue,Open
3134,1571,2015-08-21 18:20:29.000,Device Issue,Open
3135,1572,2016-02-12 09:44:31.000,Network Issue,Open
3112,1562,2015-11-04 01:53:13.000,Network Issue,Open
3115,1563,2015-02-20 18:02:25.000,Network Issue,Unresolved
3116,1564,2015-11-20 11:45:29.000,Network Issue,Open
3120,1565,2017-01-29 04:23:57.000,Device Issue,Unresolved
3111,1560,2016-10-02 02:31:53.000,Device Issue,Unresolved
3113,1561,2015-03-09 14:06:06.000,Network Issue,Closed
3139,1573,2015-02-15 13:17:18.000,Device Issue,Open
3123,1566,2015-07-22 01:00:11.000,Device Issue,Unresolved
3124,1567,2016-04-14 02:55:11.000,Billing Issue,Unresolved
3157,1582,2017-02-17 14:10:23.000,Device Issue,Open
3158,1583,2015-09-22 01:32:41.000,Device Issue,Closed
3146,1575,2015-12-15 09:40:48.000,Device Issue,Open
3159,1584,2015-07-09 12:46:16.000,Billing Issue,Closed
3148,1576,2015-02-21 06:47:33.000,Network Issue,Unresolved
3150,1577,2015-07-14 13:16:34.000,Network Issue,Closed
3152,1578,2015-06-06 05:56:28.000,Network Issue,Closed
3153,1579,2016-05-28 10:55:02.000,Billing Issue,Closed
3155,1580,2015-05-12 11:43:00.000,Network Issue,Closed
3156,1581,2015-02-07 03:24:11.000,Device Issue,Unresolved
3151,1574,2015-09-15 14:15:14.000,Device Issue,Open
3169,1588,2017-02-21 20:21:39.000,Device Issue,Closed
3190,1596,2016-02-13 11:37:48.000,Billing Issue,Unresolved
3192,1597,2015-08-29 22:17:38.000,Network Issue,Unresolved
3195,1598,2015-08-21 18:40:00.000,Billing Issue,Unresolved
3197,1599,2016-09-30 00:37:48.000,Device Issue,Open
3161,1585,2016-05-31 15:49:56.000,Device Issue,Open
3162,1586,2017-02-19 08:25:10.000,Device Issue,Open
3163,1587,2016-10-21 00:35:14.000,Billing Issue,Unresolved
3165,1589,2016-07-13 20:08:17.000,Network Issue,Unresolved
3201,1601,2016-05-08 12:44:39.000,Network Issue,Open
3208,1602,2015-11-03 01:59:12.000,Device Issue,Closed
3210,1603,2015-04-06 20:28:32.000,Device Issue,Open
3211,1604,2015-10-05 16:07:51.000,Device Issue,Open
3212,1605,2016-02-15 08:29:24.000,Device Issue,Open
3170,1590,2016-10-25 00:30:37.000,Device Issue,Open
3180,1593,2015-02-15 07:45:26.000,Billing Issue,Open
3181,1594,2017-01-10 19:31:57.000,Device Issue,Open
3186,1595,2015-12-19 00:53:07.000,Network Issue,Open
3189,1600,2015-04-09 07:30:05.000,Network Issue,Closed
3200,1606,2016-09-05 18:16:05.000,Network Issue,Unresolved
3202,1607,2015-05-03 08:37:56.000,Billing Issue,Open
3204,1608,2015-03-30 02:44:48.000,Billing Issue,Closed
3206,1609,2016-05-23 21:14:09.000,Network Issue,Unresolved
3171,1591,2015-09-26 23:06:34.000,Network Issue,Open
3172,1592,2015-03-18 02:06:54.000,Device Issue,Unresolved
3219,1610,2015-08-23 02:15:23.000,Billing Issue,Closed
3220,1611,2015-08-03 11:44:29.000,Device Issue,Closed
3225,1613,2016-09-19 21:53:28.000,Device Issue,Closed
3246,1619,2015-04-14 20:35:12.000,Network Issue,Closed
3230,1614,2016-08-16 07:24:48.000,Network Issue,Closed
3231,1615,2017-01-03 17:00:49.000,Network Issue,Open
3232,1616,2016-08-08 17:19:24.000,Device Issue,Open
3223,1612,2016-05-17 00:11:16.000,Network Issue,Closed
3256,1624,2016-05-10 21:56:13.000,Device Issue,Closed
3257,1625,2017-02-15 19:16:38.000,Network Issue,Open
3259,1626,2016-05-16 15:08:08.000,Network Issue,Closed
3263,1627,2015-02-07 12:23:21.000,Device Issue,Unresolved
3249,1620,2016-03-01 07:46:25.000,Billing Issue,Open
3277,1636,2016-03-12 22:21:10.000,Billing Issue,Unresolved
3278,1637,2015-04-30 08:20:50.000,Network Issue,Unresolved
3279,1638,2016-01-05 17:43:25.000,Billing Issue,Closed
3265,1628,2017-02-17 19:21:44.000,Device Issue,Closed
3266,1629,2016-04-24 23:02:49.000,Billing Issue,Closed
3267,1630,2015-03-13 07:29:02.000,Device Issue,Closed
3268,1631,2015-09-01 11:03:33.000,Network Issue,Unresolved
3270,1632,2016-09-09 22:06:50.000,Device Issue,Open
3250,1621,2016-12-15 16:43:34.000,Billing Issue,Open
3271,1633,2016-11-26 12:08:20.000,Billing Issue,Closed
3254,1622,2015-08-05 22:08:49.000,Billing Issue,Unresolved
3255,1623,2016-12-05 01:53:29.000,Device Issue,Unresolved
3272,1634,2015-04-07 20:50:03.000,Billing Issue,Closed
3273,1635,2016-03-20 22:15:42.000,Network Issue,Unresolved
3241,1618,2016-08-19 19:02:43.000,Network Issue,Open
3237,1617,2016-11-08 06:45:59.000,Device Issue,Open
3289,1645,2016-10-22 19:05:41.000,Device Issue,Open
3290,1646,2015-11-27 21:10:23.000,Billing Issue,Unresolved
3292,1647,2016-08-25 09:52:16.000,Billing Issue,Closed
3280,1639,2015-12-22 19:04:52.000,Billing Issue,Unresolved
3281,1640,2016-04-20 07:49:22.000,Network Issue,Unresolved
3284,1641,2016-04-08 17:44:39.000,Billing Issue,Unresolved
3285,1642,2016-04-01 15:38:17.000,Network Issue,Unresolved
3286,1643,2015-07-09 18:16:38.000,Network Issue,Unresolved
3288,1644,2016-10-31 06:35:54.000,Billing Issue,Closed
3307,1649,2016-12-13 09:20:59.000,Billing Issue,Closed
3313,1652,2015-09-18 18:01:20.000,Billing Issue,Open
3315,1653,2017-01-29 16:21:16.000,Device Issue,Open
3317,1654,2016-08-09 20:29:08.000,Device Issue,Closed
3324,1661,2016-09-15 03:14:57.000,Device Issue,Closed
3319,1655,2016-01-03 19:55:34.000,Billing Issue,Open
3328,1663,2015-08-05 11:03:06.000,Device Issue,Unresolved
3330,1664,2016-05-26 10:49:02.000,Device Issue,Closed
3321,1656,2015-07-11 19:20:05.000,Network Issue,Unresolved
3323,1657,2015-06-27 05:30:40.000,Billing Issue,Closed
3304,1650,2015-07-21 21:10:34.000,Billing Issue,Open
3310,1651,2017-02-23 18:04:15.000,Network Issue,Unresolved
3293,1648,2015-07-01 12:10:33.000,Billing Issue,Open
3318,1658,2017-01-25 12:17:12.000,Network Issue,Closed
3325,1659,2016-02-11 08:08:30.000,Network Issue,Open
3329,1660,2015-05-02 06:13:00.000,Billing Issue,Unresolved
3335,1662,2016-05-23 20:37:47.000,Billing Issue,Closed
3357,1672,2016-10-19 09:18:31.000,Device Issue,Unresolved
3361,1673,2015-09-21 21:33:21.000,Device Issue,Open
3360,1671,2016-12-18 08:31:49.000,Device Issue,Unresolved
3349,1669,2015-12-17 16:49:22.000,Device Issue,Unresolved
3370,1674,2015-10-24 22:14:05.000,Billing Issue,Closed
3372,1675,2016-02-01 08:45:32.000,Device Issue,Closed
3340,1665,2015-08-19 08:19:30.000,Device Issue,Closed
3341,1666,2016-05-31 02:39:55.000,Network Issue,Unresolved
3343,1667,2015-08-09 10:30:30.000,Device Issue,Closed
3344,1668,2015-02-05 07:23:25.000,Device Issue,Closed
3353,1670,2016-03-06 18:09:24.000,Device Issue,Unresolved
3375,1676,2015-12-09 00:30:52.000,Device Issue,Closed
3376,1677,2016-12-02 02:39:26.000,Billing Issue,Unresolved
3378,1678,2015-12-17 08:08:12.000,Network Issue,Closed
3379,1679,2016-12-16 13:51:42.000,Network Issue,Unresolved
3394,1683,2015-08-31 13:11:55.000,Device Issue,Open
3397,1684,2016-03-06 10:34:23.000,Billing Issue,Open
3381,1680,2016-01-18 03:48:05.000,Billing Issue,Closed
3387,1681,2016-06-13 03:43:13.000,Device Issue,Closed
3392,1682,2016-11-07 23:25:09.000,Device Issue,Unresolved
3399,1685,2016-02-26 22:31:47.000,Device Issue,Open
3400,1686,2016-10-04 01:11:25.000,Network Issue,Closed
3431,1701,2016-06-17 00:30:22.000,Network Issue,Open
3432,1702,2016-11-13 17:42:17.000,Device Issue,Unresolved
3402,1687,2016-01-25 10:20:50.000,Network Issue,Open
3405,1688,2016-06-02 05:56:36.000,Network Issue,Open
3409,1691,2015-05-07 07:24:37.000,Device Issue,Open
3411,1692,2016-06-21 21:17:49.000,Network Issue,Closed
3406,1689,2016-03-12 22:51:03.000,Device Issue,Closed
3413,1693,2016-01-21 22:12:30.000,Network Issue,Closed
3412,1690,2016-03-17 14:55:03.000,Device Issue,Open
3415,1694,2015-07-26 03:47:38.000,Network Issue,Closed
3417,1695,2015-04-03 21:46:16.000,Billing Issue,Closed
3419,1696,2015-03-23 23:02:34.000,Device Issue,Unresolved
3421,1697,2015-09-29 10:33:17.000,Network Issue,Open
3452,1709,2015-08-20 08:55:58.000,Device Issue,Unresolved
3454,1711,2015-03-28 08:59:47.000,Billing Issue,Unresolved
3423,1698,2015-11-13 19:52:11.000,Billing Issue,Closed
3426,1699,2016-03-16 02:17:15.000,Device Issue,Closed
3427,1700,2015-12-28 19:31:06.000,Billing Issue,Unresolved
3453,1710,2017-02-07 18:03:56.000,Device Issue,Open
3455,1712,2016-01-28 05:22:06.000,Billing Issue,Closed
3436,1703,2016-09-21 09:43:28.000,Network Issue,Unresolved
3437,1704,2017-01-10 21:30:17.000,Device Issue,Open
3438,1705,2016-03-11 20:07:24.000,Billing Issue,Unresolved
3464,1714,2015-01-21 05:56:25.000,Billing Issue,Open
3466,1715,2015-09-01 15:01:09.000,Device Issue,Open
3468,1716,2016-10-14 05:35:21.000,Device Issue,Unresolved
3461,1717,2015-12-05 16:47:11.000,Device Issue,Unresolved
3469,1718,2015-11-25 11:48:42.000,Billing Issue,Closed
3471,1719,2016-02-15 15:53:54.000,Network Issue,Closed
3443,1706,2016-07-16 12:46:28.000,Billing Issue,Unresolved
3447,1707,2015-06-29 04:59:22.000,Device Issue,Unresolved
3448,1708,2015-04-26 20:51:57.000,Billing Issue,Unresolved
3502,1730,2016-06-17 03:51:34.000,Device Issue,Closed
3458,1713,2016-07-25 04:59:05.000,Billing Issue,Unresolved
3503,1731,2015-10-09 15:25:47.000,Billing Issue,Closed
3504,1732,2016-07-20 05:36:03.000,Network Issue,Open
3505,1733,2017-02-02 16:22:02.000,Network Issue,Closed
3508,1734,2016-10-18 08:55:45.000,Network Issue,Closed
3509,1735,2015-04-23 00:05:03.000,Device Issue,Open
3510,1736,2015-03-02 13:59:37.000,Device Issue,Closed
3499,1729,2015-02-03 03:35:57.000,Billing Issue,Unresolved
3475,1720,2015-05-13 14:37:17.000,Network Issue,Closed
3476,1721,2015-10-04 13:43:52.000,Device Issue,Closed
3480,1725,2016-09-18 04:16:51.000,Device Issue,Open
3485,1726,2016-10-29 22:50:21.000,Billing Issue,Open
3490,1727,2016-09-20 07:38:02.000,Device Issue,Closed
3495,1728,2015-02-23 03:39:53.000,Network Issue,Closed
3525,1743,2015-08-08 01:28:12.000,Network Issue,Open
3520,1741,2015-02-10 09:42:08.000,Network Issue,Closed
3527,1744,2015-10-25 08:30:29.000,Billing Issue,Unresolved
3523,1742,2016-08-04 13:59:05.000,Device Issue,Closed
3513,1737,2015-10-25 10:35:34.000,Device Issue,Open
3514,1738,2016-07-22 13:32:58.000,Device Issue,Closed
3516,1739,2015-10-07 19:06:19.000,Network Issue,Closed
3517,1740,2015-07-11 14:45:52.000,Device Issue,Open
3486,1722,2016-12-26 03:11:28.000,Network Issue,Unresolved
3488,1723,2015-03-18 23:15:31.000,Network Issue,Unresolved
3493,1724,2016-10-03 21:26:39.000,Network Issue,Closed
3536,1745,2015-06-26 02:03:37.000,Network Issue,Unresolved
3537,1746,2016-07-09 17:58:13.000,Device Issue,Open
3567,1764,2016-05-31 07:40:44.000,Billing Issue,Open
3569,1765,2017-02-16 13:59:50.000,Network Issue,Open
3554,1754,2016-05-31 06:05:53.000,Billing Issue,Open
3551,1756,2017-01-22 14:18:53.000,Device Issue,Unresolved
3552,1757,2016-03-03 11:41:46.000,Billing Issue,Open
3553,1758,2015-01-04 01:12:29.000,Device Issue,Open
3555,1759,2015-02-06 17:59:35.000,Billing Issue,Closed
3557,1760,2016-06-26 15:49:40.000,Billing Issue,Open
3562,1761,2016-07-02 08:25:34.000,Billing Issue,Open
3563,1762,2016-10-05 13:48:20.000,Network Issue,Open
3542,1747,2016-02-20 17:25:41.000,Device Issue,Closed
3544,1751,2015-08-01 11:05:21.000,Device Issue,Closed
3548,1755,2016-01-28 19:31:02.000,Billing Issue,Open
3538,1748,2015-09-18 03:21:19.000,Device Issue,Closed
3543,1749,2016-05-23 23:57:10.000,Network Issue,Closed
3545,1750,2015-09-16 14:44:08.000,Billing Issue,Closed
3547,1752,2017-01-20 01:42:56.000,Device Issue,Open
3549,1753,2015-06-12 02:52:07.000,Billing Issue,Closed
3588,1778,2015-03-01 14:40:30.000,Network Issue,Closed
3591,1779,2015-10-24 06:30:16.000,Network Issue,Unresolved
3592,1780,2016-09-20 07:37:05.000,Billing Issue,Unresolved
3565,1763,2015-05-13 21:26:07.000,Device Issue,Unresolved
3602,1783,2015-02-14 21:54:07.000,Network Issue,Closed
3603,1784,2016-12-20 01:32:01.000,Device Issue,Unresolved
3576,1768,2016-02-21 16:41:20.000,Device Issue,Unresolved
3604,1785,2017-01-01 14:47:41.000,Network Issue,Open
3578,1770,2015-02-28 14:07:13.000,Device Issue,Open
3582,1772,2016-10-30 12:14:19.000,Billing Issue,Unresolved
3585,1774,2017-01-12 23:12:35.000,Network Issue,Closed
3586,1776,2016-10-02 10:30:58.000,Device Issue,Closed
3587,1777,2016-09-19 10:05:23.000,Billing Issue,Unresolved
3572,1766,2016-07-12 12:55:00.000,Network Issue,Open
3632,1798,2015-06-06 05:34:07.000,Device Issue,Open
3573,1767,2015-07-11 06:27:56.000,Billing Issue,Unresolved
3633,1799,2016-10-08 10:33:04.000,Billing Issue,Closed
3577,1769,2015-01-14 13:19:37.000,Billing Issue,Closed
3634,1800,2016-12-23 21:04:58.000,Billing Issue,Open
3579,1771,2017-02-17 18:20:51.000,Device Issue,Unresolved
3635,1801,2015-09-22 11:14:50.000,Network Issue,Closed
3616,1789,2017-02-28 16:59:27.000,Billing Issue,Unresolved
3581,1773,2015-04-09 14:12:40.000,Device Issue,Closed
3583,1775,2016-06-19 12:53:49.000,Network Issue,Closed
3617,1791,2015-04-18 06:26:36.000,Network Issue,Unresolved
3618,1793,2016-03-28 10:13:26.000,Network Issue,Open
3619,1794,2015-08-29 14:41:23.000,Device Issue,Unresolved
3610,1788,2015-07-01 18:26:58.000,Network Issue,Open
3613,1790,2015-06-08 00:17:56.000,Network Issue,Closed
3615,1792,2016-05-09 04:30:57.000,Device Issue,Closed
3595,1781,2016-08-23 07:05:17.000,Billing Issue,Open
3599,1782,2016-10-11 11:42:08.000,Network Issue,Open
3637,1802,2016-10-25 05:12:04.000,Network Issue,Closed
3639,1803,2015-07-25 15:05:58.000,Billing Issue,Open
3641,1804,2016-10-26 02:15:16.000,Device Issue,Closed
3643,1805,2015-06-27 12:17:16.000,Device Issue,Open
3606,1786,2017-01-30 20:31:52.000,Network Issue,Open
3607,1787,2015-01-27 04:01:03.000,Network Issue,Closed
3621,1795,2015-08-14 10:51:14.000,Device Issue,Unresolved
3622,1796,2016-09-11 07:57:33.000,Device Issue,Unresolved
3624,1797,2016-09-04 05:38:48.000,Network Issue,Open
3685,1823,2015-04-12 03:14:17.000,Device Issue,Closed
3686,1824,2015-05-07 11:58:48.000,Network Issue,Closed
3651,1808,2016-06-05 22:00:20.000,Device Issue,Open
3652,1809,2016-12-31 15:51:20.000,Billing Issue,Open
3653,1810,2015-12-29 03:23:51.000,Device Issue,Closed
3656,1811,2015-08-21 16:45:48.000,Network Issue,Unresolved
3691,1825,2016-04-19 11:25:02.000,Device Issue,Open
3696,1826,2016-11-04 17:03:59.000,Network Issue,Unresolved
3700,1827,2016-11-15 12:16:59.000,Network Issue,Open
3702,1828,2015-08-10 11:56:42.000,Device Issue,Open
3703,1829,2016-05-21 12:26:56.000,Billing Issue,Open
3667,1816,2015-07-23 12:39:25.000,Network Issue,Closed
3670,1817,2016-06-13 09:14:19.000,Network Issue,Unresolved
3672,1818,2015-09-30 04:35:48.000,Device Issue,Unresolved
3646,1806,2016-03-08 11:07:20.000,Network Issue,Unresolved
3648,1807,2016-05-10 02:01:38.000,Billing Issue,Unresolved
3706,1830,2016-02-07 15:15:39.000,Network Issue,Unresolved
3707,1831,2015-08-05 21:39:19.000,Network Issue,Unresolved
3708,1832,2016-10-17 15:01:53.000,Network Issue,Unresolved
3709,1833,2017-02-13 19:38:18.000,Billing Issue,Open
3658,1812,2016-01-24 17:59:54.000,Device Issue,Closed
3660,1813,2016-03-13 12:17:25.000,Device Issue,Unresolved
3661,1814,2015-04-30 11:57:04.000,Billing Issue,Closed
3662,1815,2015-01-06 11:30:17.000,Billing Issue,Closed
3715,1834,2016-01-25 21:03:56.000,Network Issue,Closed
3716,1835,2016-07-07 01:20:20.000,Device Issue,Closed
3717,1836,2015-02-13 23:47:12.000,Network Issue,Open
3720,1837,2016-06-21 05:08:55.000,Network Issue,Open
3673,1819,2016-09-19 04:38:29.000,Device Issue,Unresolved
3675,1820,2015-01-11 12:39:15.000,Billing Issue,Closed
3677,1821,2016-05-25 06:22:01.000,Billing Issue,Closed
3678,1822,2016-05-01 20:10:20.000,Billing Issue,Closed
3723,1838,2015-12-14 03:03:17.000,Network Issue,Unresolved
3725,1839,2016-10-02 20:50:58.000,Network Issue,Closed
3727,1840,2016-12-11 04:54:24.000,Network Issue,Open
3729,1842,2016-02-27 01:03:53.000,Network Issue,Open
3758,1856,2016-02-15 20:42:56.000,Device Issue,Open
3760,1857,2016-09-25 20:34:13.000,Network Issue,Closed
3761,1858,2015-02-09 20:02:55.000,Network Issue,Open
3762,1859,2016-10-08 22:52:32.000,Billing Issue,Closed
3763,1860,2015-06-24 04:52:02.000,Device Issue,Closed
3728,1841,2015-10-24 07:43:54.000,Network Issue,Closed
3732,1843,2015-06-28 10:50:02.000,Network Issue,Unresolved
3736,1844,2016-10-21 21:35:03.000,Network Issue,Open
3737,1845,2016-12-12 03:51:58.000,Device Issue,Open
3738,1846,2015-04-27 21:01:24.000,Network Issue,Open
3739,1847,2017-01-18 20:53:21.000,Billing Issue,Unresolved
3742,1848,2015-05-23 15:12:41.000,Billing Issue,Closed
3743,1849,2016-07-01 10:13:51.000,Billing Issue,Closed
3746,1850,2016-11-10 13:51:59.000,Billing Issue,Open
3779,1864,2016-09-22 03:49:09.000,Device Issue,Unresolved
3780,1865,2015-01-23 01:15:20.000,Billing Issue,Closed
3782,1866,2016-04-08 20:42:29.000,Billing Issue,Closed
3783,1867,2015-10-14 03:53:18.000,Network Issue,Closed
3750,1851,2016-07-15 06:15:19.000,Network Issue,Open
3792,1871,2016-10-23 20:56:56.000,Billing Issue,Unresolved
3794,1872,2016-04-05 10:48:29.000,Network Issue,Unresolved
3796,1873,2015-06-06 18:38:21.000,Network Issue,Open
3798,1874,2015-03-05 09:38:49.000,Device Issue,Closed
3753,1852,2016-07-18 11:49:20.000,Network Issue,Unresolved
3754,1853,2015-07-31 05:49:46.000,Network Issue,Open
3756,1854,2016-11-25 13:48:04.000,Network Issue,Closed
3757,1855,2015-07-27 05:01:18.000,Billing Issue,Unresolved
3773,1861,2016-01-29 21:40:32.000,Billing Issue,Unresolved
3774,1862,2016-01-06 15:32:52.000,Billing Issue,Closed
3775,1863,2016-04-20 18:51:04.000,Billing Issue,Closed
3786,1868,2015-03-22 09:31:39.000,Network Issue,Open
3788,1869,2015-03-08 14:33:37.000,Billing Issue,Open
3790,1870,2016-06-05 18:19:09.000,Device Issue,Unresolved
3809,1879,2016-07-12 05:20:10.000,Device Issue,Open
3811,1880,2016-03-27 10:00:12.000,Device Issue,Closed
3799,1875,2015-01-08 14:13:56.000,Billing Issue,Unresolved
3800,1876,2015-02-20 15:03:12.000,Device Issue,Open
3804,1877,2015-09-22 18:25:13.000,Network Issue,Closed
