tac,brandmodel,manufacturer,frequencies_band,radiointerface,brandname,modelname,os,chipnfc,chipbluetooth,chipwlan,devicetype,removableuicc,removableeuicc,nonremovableuicc,nonremovableeuicc,deviceatlasid,standardisedfull,standardised_device_model,standardisedmarketing,interlmodel,allocationdate,countrycode,fixedcode,manufacturercode,year_released,mobile_device,hardwaretype,touchscreen,screenwidth,screenheight,diagolscreensize,displayppi,devicepixelratio,screencolordepth,nfc,camera,ismobilephone,istablet,isereader,isgamesconsole,istv,issettupbox,ismediaplayer,chipsetvendor,chipset,chipsetmodel,cpu,cpu_cores,cpu_maximum_frequency,gpu,sim_slots,sim_size,interl_storage_capacity,expandable_storage,total_ram,os_me,os_version,os_android,os_bada,os_ios,os_rim,os_symbian,os_windows_mobile,os_windows_phone,os_windows_rt,os_web_os,browser_me,browser_version,browser_rendering_engine,markup_xhtml_basic_1v0,markup_xhtml_mp_1v0,markup_xhtml_mp_1v1,markup_xhtml_mp_1v2,markup_wml1,vcard_download,image__gif87,image__gif89a,image__jpg,image__png,uri_scheme_tel,uri_scheme_sms,uri_scheme_sms_to,cookie,https,memory_limit_markup,memory_limit_embedded_media,memory_limit_download,flash_capable,js_support_basic_java_script,js_modify_dom,js_modify_css,js_support_events,js_support_event_listener,js_xhr,js_support_console_log,js_json,supports_client_side,csd,hscsd,gprs,edge,hsdpa,umts,hspa,lte,lte_category,lte_advanced,volte,wifi,vowifi,html_audio,html_canvas,html_inline_svg,html_svg,html_video,css_animations,css_columns,css_transforms,css_transitions,js_application_cache,js_geo_location,js_indexeddb,js_local_storage,js_session_storage,js_web_gl,js_web_sockets,js_web_sql_database,js_web_workers,js_device_orientation,js_device_motion,js_touch_events,js_query_selector,wmv,midi_monophonic,midi_polyphonic,amr,mp3,aac
35224904,DWM-156 HSUPA USB Adapter,D-Link Corporation,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band III,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)","EDGE,GPRS",Not Known,DWM-156 HSUPA USB Adapter,Not Known,Not Known,Not Known,Not Known,Portable(include PDA),Not Known,Not Known,Not Known,Not Known,8114493,D-Link HSUPA USB Adapter,DWM-156,HSUPA USB Adapter,DWM-156 HSUPA USB Adapter,2010-03-05 00:00:00.000,466,MANU,210895,2012,0,Plug-in Modem,0,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,1,Mini,,,,Other,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35208607,Apple iPhone S (A1530),Apple Inc,"LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)",NONE,Apple,iPhone 5S (A1530),iOS,N,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196811,Apple iPhone 5S,iPhone 5S A1530,iPhone 5S,Apple iPhone S (A1530),2015-06-09 00:00:00.000,310,MANU,205157,2013,1,Mobile Phone,1,640,1136,4,326,2,24,0,8,1,0,0,0,0,0,0,Apple,A7,APL0698,Cyclone,2,1300,PowerVR G6430,1,no,16/32/64,0,1024,iOS,7,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35208609,Samsung SM-G570F/DS,Samsung Korea,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 38,LTE TDD BAND 40,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,2 UICC,0 eUICC",NONE,Samsung,SM-G570F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,16111971,Samsung Galaxy J5 Prime Duos,SM-G570F,Galaxy J5 Prime Duos,Samsung SM-G570F/DS,2017-06-26 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,720,1280,5,294,2,24,1,13,1,0,0,0,0,0,0,Samsung,Exynos 7 Quad,7570,Cortex-A53,4,1380,Mali-T720,2,no,16,1,2048,Android,6.0.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,4,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,0,1,1,1,,1,1,,1,1
35208707,Apple iPhone S (A1530),Apple Inc,"GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII",NONE,Apple,iPhone 5S (A1530),iOS,N,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196811,Apple iPhone 5S,iPhone 5S A1530,iPhone 5S,Apple iPhone S (A1530),2015-06-09 00:00:00.000,310,MANU,205157,2013,1,Mobile Phone,1,640,1136,4,326,2,24,0,8,1,0,0,0,0,0,0,Apple,A7,APL0698,Cyclone,2,1300,PowerVR G6430,1,no,16/32/64,0,1024,iOS,7,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35208807,Apple iPhone 6 (A1586),Apple Inc,"TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,CDMA2000,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41",NONE,Apple,iPhone 6 (A1586),"Not Known,iOS",Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196471,Apple iPhone 6,iPhone 6 A1586,iPhone 6,Apple iPhone 6 (A1586),2015-06-09 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35208907,Apple iPhone 6 (A1586),Apple Inc,"LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,CDMA2000,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII",NONE,Apple,iPhone 6 (A1586),"Not Known,iOS",Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196471,Apple iPhone 6,iPhone 6 A1586,iPhone 6,Apple iPhone 6 (A1586),2015-06-09 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209007,Apple iPhone 6 (A1586),Apple Inc,"CDMA2000,LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8",NONE,Apple,iPhone 6 (A1586),"Not Known,iOS",Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196471,Apple iPhone 6,iPhone 6 A1586,iPhone 6,Apple iPhone 6 (A1586),2015-06-09 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209107,Apple iPhone 6 (A1586),Apple Inc,"TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,CDMA2000",NONE,Apple,iPhone 6 (A1586),"Not Known,iOS",Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196471,Apple iPhone 6,iPhone 6 A1586,iPhone 6,Apple iPhone 6 (A1586),2015-06-09 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209207,Apple iPhone 6 (A1586),Apple Inc,"TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),CDMA2000",NONE,Apple,iPhone 6 (A1586),"Not Known,iOS",Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196471,Apple iPhone 6,iPhone 6 A1586,iPhone 6,Apple iPhone 6 (A1586),2015-06-09 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209307,Apple iPhone 6S (A1691),Apple Inc,"LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 12,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 27,LTE FDD BAND 28,LTE FDD BAND 29,LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,CDMA2000,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,TD-SCDMA,1 UICC",CDMA,Apple,iPhone 6S (A1691),iOS,Y,Y,Y,Smartphone,1 UICC,Not Known,Not Known,Not Known,10357539,Apple iPhone 6S,iPhone 6S A1691,iPhone 6S,Apple iPhone 6S (A1691),2015-07-07 00:00:00.000,310,MANU,205157,2015,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,12,1,0,0,0,0,0,0,Apple,A9,APL0898/APL1022,Twister,2,1800,PowerVR GT7600,1,no,16/64/128,0,2048,iOS,9,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209309,Samsung SM-G615F/DS,Samsung Korea,"LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 8,LTE FDD BAND 20,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,LTE TDD BAND 40,2 UICC,0 eUICC",NONE,Samsung,SM-G615F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,20778272,Samsung Galaxy J7 Max,SM-G615F,Galaxy J7 Max,Samsung SM-G615F/DS,2017-06-29 00:00:00.000,450,MANU,210005,2017,1,Mobile Phone,1,1080,1920,5.7,386,2.625,24,0,13,1,0,0,0,0,0,0,MediaTek,Helio P20,MT6757,Cortex-A53,8,2300,Mali-T860 MP2,2,no,32,1,4096,Android,7,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,1,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1
35209407,Apple iPhone 6S (A1691),Apple Inc,"LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 12,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 27,LTE FDD BAND 28,LTE FDD BAND 29,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,TD-SCDMA,CDMA2000,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,1 UICC",CDMA,Apple,iPhone 6S (A1691),iOS,Y,Y,Y,Smartphone,1 UICC,Not Known,Not Known,Not Known,10357539,Apple iPhone 6S,iPhone 6S A1691,iPhone 6S,Apple iPhone 6S (A1691),2015-07-07 00:00:00.000,310,MANU,205157,2015,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,12,1,0,0,0,0,0,0,Apple,A9,APL0898/APL1022,Twister,2,1800,PowerVR GT7600,1,no,16/64/128,0,2048,iOS,9,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209409,Samsung SM-G615F/DS,Samsung Korea,"GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,LTE TDD BAND 40,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 8,LTE FDD BAND 20,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,2 UICC,0 eUICC",NONE,Samsung,SM-G615F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,20778272,Samsung Galaxy J7 Max,SM-G615F,Galaxy J7 Max,Samsung SM-G615F/DS,2017-06-29 00:00:00.000,450,MANU,210005,2017,1,Mobile Phone,1,1080,1920,5.7,386,2.625,24,0,13,1,0,0,0,0,0,0,MediaTek,Helio P20,MT6757,Cortex-A53,8,2300,Mali-T860 MP2,2,no,32,1,4096,Android,7,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,1,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1
35209507,Apple iPhone 6S (A1691),Apple Inc,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,CDMA2000,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,TD-SCDMA,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 12,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 27,LTE FDD BAND 28,LTE FDD BAND 29,LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,1 UICC",CDMA,Apple,iPhone 6S (A1691),iOS,Y,Y,Y,Smartphone,1 UICC,Not Known,Not Known,Not Known,10357539,Apple iPhone 6S,iPhone 6S A1691,iPhone 6S,Apple iPhone 6S (A1691),2015-07-07 00:00:00.000,310,MANU,205157,2015,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,12,1,0,0,0,0,0,0,Apple,A9,APL0898/APL1022,Twister,2,1800,PowerVR GT7600,1,no,16/64/128,0,2048,iOS,9,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35225004,DWM-156 HSUPA USB Adapter,D-Link Corporation,"GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band III","EDGE,GPRS",Not Known,DWM-156 HSUPA USB Adapter,Not Known,Not Known,Not Known,Not Known,Portable(include PDA),Not Known,Not Known,Not Known,Not Known,8114493,D-Link HSUPA USB Adapter,DWM-156,HSUPA USB Adapter,DWM-156 HSUPA USB Adapter,2010-03-05 00:00:00.000,466,MANU,210895,2012,0,Plug-in Modem,0,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,1,Mini,,,,Other,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35209509,GALAXY A5 SM-A520F/DS,Samsung Korea,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 17,LTE FDD BAND 20,LTE FDD BAND 28,LTE TDD BAND 38,LTE TDD BAND 40,LTE TDD BAND 41,CA_3C,CA_5C,CA_7C,CA_40C,CA_41C,CA_1A-5A,CA_1A-7A,CA_1A-8A,CA_1A-20A,CA_2A-5A,CA_2A-17A,CA_2A-28A,CA_3A-5A,CA_3A-7A,CA_3A-8A,CA_3A-20A,CA_3A-28A,CA_3A-38A,CA_3A-40A,CA_4A-5A,CA_4A-7A,CA_4A-17A,CA_4A-28A,CA_5A-7A,CA_5A-40A,CA_7A-8A,CA_7A-20A,CA_7A-28A,2 UICC,0 eUICC",NONE,Samsung,SM-A520F/DS,Android,Y,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,17202153,Samsung Galaxy A5 (2017),SM-A520F,Galaxy A5 (2017),GALAXY A5 SM-A520F/DS,2017-06-29 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,1080,1920,5.2,424,3,24,1,13,1,0,0,0,0,0,0,Samsung,,7880,Cortex-A53,8,1870,Mali T830,2,no,16/32,1,3072/4096,Android,6,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1
35209607,Apple iPhone 6S (A1691),Apple Inc,"LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 12,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 27,LTE FDD BAND 28,LTE FDD BAND 29,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,CDMA2000,1 UICC",CDMA,Apple,iPhone 6S (A1691),iOS,Y,Y,Y,Smartphone,1 UICC,Not Known,Not Known,Not Known,10357539,Apple iPhone 6S,iPhone 6S A1691,iPhone 6S,Apple iPhone 6S (A1691),2015-07-07 00:00:00.000,310,MANU,205157,2015,1,Mobile Phone,1,750,1334,4.7,326,2,24,1,12,1,0,0,0,0,0,0,Apple,A9,APL0898/APL1022,Twister,2,1800,PowerVR GT7600,1,no,16/64/128,0,2048,iOS,9,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35209609,GALAXY A5 SM-A520F/DS,Samsung Korea,"CA_1A-5A,CA_1A-7A,CA_1A-8A,CA_1A-20A,CA_2A-5A,CA_2A-17A,CA_2A-28A,CA_3A-5A,CA_3A-7A,CA_3A-8A,CA_3A-20A,CA_3A-28A,CA_3A-38A,CA_3A-40A,CA_4A-5A,CA_4A-7A,CA_4A-17A,CA_4A-28A,CA_5A-7A,CA_5A-40A,CA_7A-8A,CA_7A-20A,CA_7A-28A,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 17,LTE FDD BAND 20,LTE FDD BAND 28,LTE TDD BAND 38,LTE TDD BAND 40,LTE TDD BAND 41,CA_3C,CA_5C,CA_7C,CA_40C,CA_41C,2 UICC,0 eUICC",NONE,Samsung,SM-A520F/DS,Android,Y,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,17202153,Samsung Galaxy A5 (2017),SM-A520F,Galaxy A5 (2017),GALAXY A5 SM-A520F/DS,2017-06-29 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,1080,1920,5.2,424,3,24,1,13,1,0,0,0,0,0,0,Samsung,,7880,Cortex-A53,8,1870,Mali T830,2,no,16/32,1,3072/4096,Android,6,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1
